"項目","単位","1980_55","1981_56","1982_57","1983_58","1984_59","1985_60","1986_61","1987_62","1988_63","1989_1","1990_2","1991_3","1992_4","1993_5","1994_6","1995_7","1996_8","1997_9","1998_10","1999_11","2000_12","2001_13","2002_14","2003_15","2004_16","2005_17","2006_18","有効数字(少数桁)"
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","63.0",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","409.0",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","4.0",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","7.0",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","176.0",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","345.0",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","255.0",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","221.0",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","416.0",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","168.0",""
"産業（新）大分類別従業者数（総数）_旧川辺町","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_電気･ガス･熱供給･水道業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_情報通信業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_運輸業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_卸売･小売業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_金融･保険業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_不動産業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_飲食店,宿泊業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_医療,福祉","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_教育,学習支援業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_複合サービス事業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_サービス業（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_公務（他に分類されないもの）","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_旧中津村","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_農業・林業・漁業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_鉱業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_建設業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
"産業（新）大分類別従業者数（総数）_製造業","人","","…","","","","","…","","","","","…","","","…","","…","","","…","","…","","","…","","…",""
